"","cs_code","year","state","cs_name","all_cause_deaths_2020","cens_pop_est","total_deaths_lag1","pop_lag1","covid_deaths_2020","num_counties","death_offset_2020","death_offset_lag1","all_cause_death_rate_2020","death_rate_lag1","time","time_orig_vals","fitted_deaths_2020","fitted_death_rate_2020","pred_deaths_lwr_ci_2020","pred_deaths_upr_ci_2020","pred_death_rate_lwr_ci_2020","pred_death_rate_upr_ci_2020","pred_death_std_err","pred_death_rate_std_err","covid_death_rate_2020","excess_deaths_2020","excess_assigned_covid_deaths","excess_unassigned_covid_deaths","prop_deaths_unassigned","excess_death_rate_2020","excess_assigned_covid_death_rate","excess_unassigned_covid_death_rate","prop_death_rate_unassigned"
"365","18CS007",2020,"IN","Carroll+Clinton",652,52591,502,52656,58,2,52.591,52.656,12.3975585176171,9.53357642054087,22,22,575.577216187207,10.9444052440001,520,634,9.88762335760872,12.0552946321614,29.3720822417345,0.558500166221112,1.10285029757943,76.422783812793,58,18.422783812793,0.241064024282626,1.45315327361704,1.10285029757943,0.350302976037609,0.241064024282635
"366","18CS008",2020,"IN","Cass+White",850,62118,725,61791,115,2,62.118,61.791,13.6836343732895,11.7331002896862,22,22,779.114414099491,12.5424903264672,707,852.025,11.3815641199008,13.7162336198847,36.9014793087645,0.594054530228992,1.85131523873917,70.8855859005085,115,-44.1144140994915,NA,1.14114404682227,1.85131523873917,-0.710171191916904,NA
"367","18CS009",2020,"IN","Clark+Scott",1869,142646,1564,142175,184,2,142.646,142.175,13.1023652959074,11.0005275189028,22,22,1711.09132796662,11.9953684503359,1598.975,1809.05,11.2093924820885,12.6820941351317,53.4609019006604,0.374780238497121,1.28990648178007,157.908672033379,184,-26.0913279666206,NA,1.10699684557146,1.28990648178007,-0.182909636208612,NA
"368","18CS010",2020,"IN","Clay+Sullivan+Vermillion+Vigo",2228,168989,1879,169430,250,4,168.989,169.43,13.1842901017226,11.0901257156348,22,22,1962.75053651148,11.6146644841468,1852.975,2071.025,10.9650628147394,12.2553834864991,56.7381723022182,0.335750683785443,1.47938623223997,265.249463488521,250,15.2494634885206,0.0574910248185312,1.56962561757583,1.47938623223997,0.0902393853358572,0.0574910248185331
"369","18CS011",2020,"IN","Crawford+Harrison+Perry",864,70924,797,70261,84,3,70.924,70.261,12.1820540296656,11.3434195357311,22,22,809.92879161254,11.4196716430621,741.95,878.025,10.4611979019796,12.3798009136541,35.0204433931876,0.493774228655851,1.18436636399526,54.0712083874603,84,-29.9287916125397,NA,0.762382386603454,1.18436636399526,-0.421983977391809,NA
"370","18CS012",2020,"IN","Daviess+Knox+Martin",1076,80058,929,80200,169,3,80.058,80.2,13.4402558145345,11.5835411471322,22,22,913.73104110897,11.4133633254512,839.975,987,10.4920807414624,12.3285617927003,37.5627154715097,0.46919377790489,2.11096954707837,162.26895889103,169,-6.73104110896986,NA,2.02689248908333,2.11096954707837,-0.0840770579950374,NA
"371","18CS013",2020,"IN","Dearborn+Ohio+Ripley+Switzerland",1122,94665,954,94408,128,4,94.665,94.408,11.8523213436856,10.1050758410304,22,22,1044.16133892666,11.0300674898502,961.975,1118.05,10.161886652934,11.8105952569587,39.46978292015,0.416941667143612,1.35213648127608,77.8386610733351,128,-50.1613389266649,NA,0.822253853835447,1.35213648127608,-0.529882627440632,NA
"372","18CS014",2020,"IN","Decatur+Shelby",958,72030,778,71288,132,2,72.03,71.288,13.3000138831043,10.9134777241611,22,22,810.294492384947,11.2494029207962,739.975,876.025,10.2731500763571,12.1619464112175,35.4067890624342,0.491556144140417,1.83256976259892,147.705507615053,132,15.7055076150532,0.106329871300294,2.05061096230815,1.83256976259892,0.218041199709232,0.106329871300311
"373","18CS015",2020,"IN","DeKalb+Steuben",913,78931,763,78069,103,2,78.931,78.069,11.5670649047903,9.77340557711768,22,22,811.785538269462,10.2847491894118,743,876,9.41328502109437,11.0983010477506,34.9067911453927,0.442244379843062,1.30493722365104,101.214461730538,103,-1.78553826946222,NA,1.28231571537851,1.30493722365104,-0.0226215082725298,NA
"374","18CS016",2020,"IN","Delaware ",1595,113490,1368,114135,141,1,113.49,114.135,14.0541016829677,11.9858062820344,22,22,1400.35852061896,12.3390476748521,1307,1492.025,11.5164331659177,13.146753017887,46.9270970382405,0.41349103038365,1.24240021147238,194.641479381038,141,53.6414793810377,0.275591202613226,1.71505400811562,1.24240021147238,0.472653796643244,0.275591202613242
"375","18CS017",2020,"IN","Dubois+Pike+Spencer",919,75408,815,75402,100,3,75.408,75.402,12.1870358582644,10.8087318638763,22,22,806.578074235229,10.6961870655001,740,876,9.81328241035434,11.6168045830681,34.8575232328105,0.462252323796023,1.32611924464248,112.421925764771,100,12.4219257647713,0.110493799855045,1.49084879276434,1.32611924464248,0.164729548121859,0.110493799855059
"376","18CS018",2020,"IN","Elkhart",2093,207942,1751,206341,349,1,207.942,206.341,10.0653066720528,8.48595286443315,22,22,1808.749733981,8.69833768060806,1703,1908.15,8.1897836896827,9.17635686874224,52.5336003922268,0.252635833031455,1.67835261755682,284.250266018999,349,-64.7497339810013,NA,1.36696899144474,1.67835261755682,-0.311383626112079,NA
"377","18CS019",2020,"IN","Fayette+Franklin+Union",787,52340,625,52914,84,3,52.34,52.914,15.0363011081391,11.8116188532335,22,22,634.915202113939,12.1305923216267,573.975,691.05,10.9662781811234,13.203095147115,30.4372742975889,0.58152988722944,1.60489109667558,152.084797886061,84,68.0847978860606,0.447676551716028,2.90570878651244,1.60489109667558,1.30081768983686,0.447676551716029
"378","18CS020",2020,"IN","Floyd",967,79398,881,78522,107,1,79.398,78.522,12.1791480893725,11.2197855378111,22,22,883.234193622964,11.1241365478093,814.95,950.05,10.2641124461573,11.9656666414771,35.9777622202156,0.453131844885458,1.34764099851382,83.7658063770358,107,-23.2341936229642,NA,1.05501154156318,1.34764099851382,-0.292629456950634,NA
"379","18CS021",2020,"IN","Fountain+Montgomery+Warren",861,62861,755,62949,98,3,62.861,62.949,13.6968867819475,11.9938362801633,22,22,750.306149260372,11.9359563045509,686,821.025,10.9129667043159,13.0609598956428,34.2929659188515,0.545536436245868,1.5589952434737,110.693850739628,98,12.6938507396279,0.114675301787867,1.76093047739663,1.5589952434737,0.201935233922937,0.114675301787881
"380","18CS022",2020,"IN","Fulton+Miami+Wabash",1268,86412,1137,86486,138,3,86.412,86.486,14.6738878859418,13.14663644983,22,22,1119.92539991575,12.9602994944655,1043.975,1207,12.0813660139795,13.9679674119335,41.6734354141727,0.482264447231549,1.5970004166088,148.07460008425,138,10.0746000842501,0.0680373276613133,1.71358839147633,1.5970004166088,0.116587974867529,0.0680373276613315
"381","18CS023",2020,"IN","Gibson+Posey",714,58589,599,59086,95,2,58.589,59.086,12.1865879260612,10.1377652912704,22,22,655.736468694651,11.192143042118,597.975,714,10.2062673880763,12.1865879260612,30.4381347004714,0.519519614611471,1.62146478007817,58.2635313053495,95,-36.7364686946505,NA,0.994444883943217,1.62146478007817,-0.627019896134955,NA
"382","18CS024",2020,"IN","Grant",1052,65213,885,65769,129,1,65.213,65.769,16.13175287136,13.4561875655704,22,22,900.006661292091,13.8010314092603,827.975,979.025,12.6964715624185,15.0127275236533,39.4244781002041,0.604549370527412,1.97813319430175,151.993338707909,129,22.9933387079092,0.151278594860636,2.33072146209972,1.97813319430175,0.352588267797965,0.151278594860633
"383","18CS025",2020,"IN","Greene+Owen+Parke+Putnam",1371,107352,1200,107234,154,4,107.352,107.234,12.7710708696624,11.1904806311431,22,22,1219.3942928959,11.3588409428413,1136,1308.025,10.5820105820106,12.1844492883225,42.6388546742045,0.397187333950038,1.43453312467397,151.605707104098,154,-2.3942928959018,NA,1.41222992682108,1.43453312467397,-0.0223031978528929,NA
"384","18CS026",2020,"IN","Hamilton",2353,344282,1892,338011,305,1,344.282,338.011,6.83451356736629,5.59745097053054,22,22,2039.73919821613,5.92461760480108,1937.975,2138.025,5.62903375721066,6.2100981172411,52.419757553636,0.152258199829314,0.885901673628014,313.260801783873,305,8.26080178387338,0.0263703653212658,0.909895962565207,0.885901673628014,0.0239942889371925,0.0263703653212693
"385","18CS027",2020,"IN","Hancock",764,79217,701,78168,85,1,79.217,78.168,9.64439451127915,8.96786408760618,22,22,714.995480291675,9.02578335826496,646.975,784,8.16712321850108,9.89686557178383,33.7122260490936,0.425568073129424,1.07300200714493,49.0045197083246,85,-35.9954802916754,NA,0.618611153014189,1.07300200714493,-0.454390854130742,NA
"386","18CS028",2020,"IN","Hendricks",1535,173510,1261,170311,205,1,173.51,170.311,8.84675234856781,7.40410190768653,22,22,1359.73414671414,7.8366327399812,1269,1453.025,7.31369949858798,8.37430119301481,45.7197971435881,0.263499493652171,1.18148809866866,175.265853285862,205,-29.734146714138,NA,1.01011960858661,1.18148809866866,-0.171368490082056,NA
"387","18CS029",2020,"IN","Henry+Rush",931,64858,807,64553,87,2,64.858,64.553,14.3544358444602,12.5013554753458,22,22,833.224949885866,12.8469109421485,768,904.025,11.8412531992969,13.9385272441333,34.8477943171267,0.537293692638174,1.34139196398285,97.7750501141336,87,10.7750501141336,0.110202450436546,1.50752490231172,1.34139196398285,0.166132938328862,0.110202450436544
"388","18CS030",2020,"IN","Howard+Tipton",1490,97563,1304,97692,190,2,97.563,97.692,15.2721831022006,13.3480735372395,22,22,1358.11574168235,13.9203975039959,1254.975,1451,12.8632268380431,14.872441396841,49.3395585310209,0.505719981253353,1.9474595902135,131.884258317647,190,-58.1157416823532,NA,1.35178559820469,1.9474595902135,-0.595673992008816,NA
"389","18CS031",2020,"IN","Huntington+Whitley",884,70896,780,70484,75,2,70.896,70.484,12.4689686301061,11.0663412973157,22,22,758.099807871358,10.6931252520785,691.975,827.025,9.76042371925073,11.665326675694,34.2017279855448,0.482421123695904,1.05788761002031,125.900192128642,75,50.9001921286419,0.404290027426116,1.77584337802759,1.05788761002031,0.717955768007278,0.404290027426126
"390","18CS032",2020,"IN","Jackson+Washington",902,72562,845,72267,78,2,72.562,72.267,12.4307488768226,11.6927504946933,22,22,836.404437845852,11.5267555724188,770,908,10.6116148948485,12.5134367850941,35.3421465579458,0.487061362117167,1.07494280753011,65.5955621541476,78,-12.4044378458524,NA,0.903993304403807,1.07494280753011,-0.170949503126305,NA
"391","18CS033",2020,"IN","Jennings+Jefferson",805,59759,700,60043,87,2,59.759,60.043,13.470774276678,11.6583115433939,22,22,737.828854829092,12.3467403207733,674,807.025,11.2786358540136,13.5046603858833,33.1185205044006,0.554201383965605,1.45584765474657,67.1711451709078,87,-19.8288548290922,NA,1.12403395590469,1.45584765474657,-0.331813698841874,NA
"392","18CS034",2020,"IN","Johnson",1696,160827,1408,158167,240,1,160.827,158.167,10.5454929831434,8.90198334671581,22,22,1451.0334136634,9.02232469463089,1359.975,1549.025,8.45613609655095,9.63162279965429,46.8273676535566,0.291166083142486,1.49228674289765,244.966586336598,240,4.96658633659763,0.020274546054919,1.52316828851251,1.49228674289765,0.0308815456148621,0.0202745460549342
"393","18CS035",2020,"IN","Kosciusko",840,79982,770,79456,76,1,79.982,79.456,10.5023630316821,9.69089810712847,22,22,758.061968741802,9.47790713837865,692,822.025,8.6519466880048,10.2776249656173,33.0929784277756,0.413755325295386,0.950213798104574,81.9380312581984,76,5.93803125819841,0.0724697819439526,1.02445589330345,0.950213798104574,0.0742420951988716,0.072469781943927
"394","18CS036",2020,"IN","LaGrange+Noble",872,87341,823,87358,131,2,87.341,87.358,9.98385637902016,9.42100322809588,22,22,766.674183023651,8.77794143670957,699.875,833,8.01313243493892,9.5373306923438,34.085385908517,0.390256419190495,1.49986833216931,105.325816976349,131,-25.6741830236507,NA,1.20591494231059,1.49986833216931,-0.293953389858725,NA
"395","18CS037",2020,"IN","Lake",6148,483536,5253,485493,695,1,483.536,485.493,12.7146686079216,10.8199294325562,22,22,5309.73556444897,10.981055318423,5124.925,5515,10.5988488964627,11.4055623573012,102.397579015269,0.211768263408037,1.4373283478376,838.264435551028,695,143.264435551028,0.17090601661617,1.73361328949863,1.4373283478376,0.29628494166103,0.170906016616149
"396","18CS038",2020,"IN","LaPorte",1473,109903,1247,109888,140,1,109.903,109.888,13.402727860022,11.3479178800233,22,22,1280.97953487822,11.655546571779,1187,1370.025,10.8004331091963,12.4657652657343,46.8739217426869,0.426502659096539,1.27385057732728,192.020465121775,140,52.0204651217753,0.270911046324073,1.74718128824303,1.27385057732728,0.473330710915746,0.270911046324065
"397","18CS039",2020,"IN","Lawrence+Orange",955,65392,825,65016,125,2,65.392,65.016,14.6042329336922,12.6891842008121,22,22,818.001763713171,12.5092024056944,747,893,11.4234157083435,13.6561047222902,36.8557026634796,0.563611797520792,1.9115488133105,136.998236286829,125,11.9982362868293,0.0875794945396883,2.09503052799776,1.9115488133105,0.183481714687266,0.0875794945396908
"398","18CS040",2020,"IN","Madison",1825,129614,1560,129569,242,1,129.614,129.569,14.0802691067323,12.0399169554446,22,22,1568.80357744461,12.1036583813833,1472.975,1670.025,11.3643202123227,12.8846035150524,51.5728758217003,0.397895874069933,1.86708225963245,256.196422555391,242,14.1964225553909,0.055412259132235,1.97661072534905,1.86708225963245,0.1095284657166,0.0554122591322371
"399","18CS041",2020,"IN","Marion ",10262,965772,8260,964582,1356,1,965.772,964.582,10.6256963341244,8.56329477431675,22,22,8598.50788327214,8.90324826488254,8332.975,8864.1,8.62830461019785,9.17825325232042,136.975932375181,0.14183050696767,1.40405810066972,1663.49211672786,1356,307.492116727863,0.184847354331146,1.72244806924186,1.40405810066972,0.318389968572141,0.184847354331141
"400","18CS042",2020,"IN","Marshall+Pulaski+Starke",1138,81097,921,81606,168,3,81.097,81.606,14.0325782704662,11.285934857731,22,22,922.189352826375,11.3714360929057,850,997,10.481275509575,12.2939196271132,37.6061720356536,0.463718411724893,2.07159327718658,215.810647173625,168,47.8106471736253,0.221539797965391,2.66114217756049,2.07159327718658,0.589548900373906,0.221539797965382
"401","18CS043",2020,"IN","Monroe",1209,147263,993,148431,121,1,147.263,148.431,8.20980151158132,6.68997716110516,22,22,1019.34695229213,6.92194884181451,946.975,1096.025,6.43050189117429,7.44263664328446,38.8422285498492,0.263760948438163,0.82165920835512,189.65304770787,121,68.6530477078696,0.361992852409199,1.28785266976681,0.82165920835512,0.466193461411689,0.361992852409199
"402","18CS044",2020,"IN","Morgan",854,70706,735,70489,98,1,70.706,70.489,12.0781828981982,10.4271588474797,22,22,776.39275364854,10.980578078926,707.975,841,10.0129409102481,11.8943229711764,34.3518113487912,0.485840117511827,1.38602098831782,77.6072463514603,98,-20.3927536485397,NA,1.09760481927223,1.38602098831782,-0.288416169045594,NA
"403","18CS045",2020,"IN","Porter",1861,171633,1573,170389,200,1,171.633,170.389,10.8429031713016,9.23181660787962,22,22,1660.05280196173,9.67210735675383,1556.975,1757.075,9.07153635955789,10.237396071851,50.6755326129445,0.295255181771248,1.16527707375621,200.94719803827,200,0.947198038269789,0.00471366631392092,1.17079581454777,1.16527707375621,0.00551874079155734,0.00471366631395843
"404","18CS046",2020,"IN","St. Joseph",3294,272116,2822,271826,417,1,272.116,271.826,12.105131635038,10.3816411969422,22,22,2875.47529455351,10.5670937929174,2732.925,3009,10.0432352379132,11.0577841802761,73.4642221965423,0.269973916258296,1.53243469696747,418.524705446488,417,1.5247054464885,0.00364304765440768,1.5380378421206,1.53243469696747,0.00560314515312843,0.00364304765440816
"405","18CS047",2020,"IN","Tippecanoe",1377,195738,1221,195732,100,1,195.738,195.732,7.03491401771756,6.23812151308933,22,22,1281.32084599942,6.54610165629272,1194.925,1366,6.10471650880258,6.97871644749614,44.2397169018016,0.226014963378606,0.510887002012895,95.6791540005761,100,-4.32084599942391,NA,0.488812361424843,0.510887002012895,-0.0220746405880516,NA
"406","18CS048",2020,"IN","Vanderburgh",2405,181070,2090,181451,261,1,181.07,181.451,13.2821560722373,11.5182611283487,22,22,2080.9434565268,11.4924805684365,1965.95,2205.025,10.8574032142265,12.1777489368752,61.2115388753746,0.338054558322055,1.44143149058375,324.056543473198,261,63.056543473198,0.194585002966969,1.78967550380077,1.44143149058375,0.348244013217019,0.194585002966988
"407","18CS049",2020,"IN","Warrick",797,62675,619,62998,95,1,62.675,62.998,12.7163940965297,9.82570875265882,22,22,662.313260860512,10.567423388281,601.975,728.05,9.60470682090148,11.6162744315915,32.1374906036906,0.512764110150628,1.51575588352613,134.686739139488,95,39.6867391394882,0.294659588561177,2.1489707082487,1.51575588352613,0.63321482472257,0.294659588561171
"408","18CS050",2020,"IN","Wayne",1093,65427,881,65884,143,1,65.427,65.884,16.7056414018677,13.3719871288932,22,22,980.297187147448,14.9830679558508,900,1059.05,13.7557888944931,16.1867424763477,39.9481986399209,0.610576652451142,2.18564201323613,112.702812852552,143,-30.2971871474477,NA,1.72257344601694,2.18564201323613,-0.463068567219183,NA
"409","19CS001",2020,"IA","Allamakee+Clayton+Winneshiek",672,51066,589,51227,109,3,51.066,51.227,13.1594407237692,11.4978429343901,22,22,594.985031868939,11.6512950273947,539.975,658,10.5740610190734,12.8852857086907,29.9376893103199,0.586254833163355,2.13449261739709,77.0149681310614,109,-31.9850318689386,NA,1.50814569637448,2.13449261739709,-0.62634692102261,NA
"410","19CS002",2020,"IA","Audubon and Nearby Counties",775,47404,669,47627,123,5,47.404,47.627,16.3488313222513,14.0466542087471,22,22,688.182580251974,14.517394739937,624,757.025,13.1634461226901,15.9696439119062,33.889681475495,0.714911852913151,2.59471774533795,86.8174197480261,123,-36.1825802519739,NA,1.83143658231429,2.59471774533795,-0.763281163023653,NA
"411","19CS003",2020,"IA","Benton+Iowa (county)+Keokuk+Washington",997,74123,828,74040,134,4,74.123,74.04,13.450615868219,11.1831442463533,22,22,851.655246102161,11.4897568379877,781.975,928,10.5496944268311,12.5197307178609,36.5328991009024,0.492868598153103,1.80780594417387,145.344753897839,134,11.3447538978388,0.0780540996052249,1.96085903023132,1.80780594417387,0.153053086057442,0.0780540996052058
"412","19CS004",2020,"IA","Black Hawk",1505,132363,1285,131228,255,1,132.363,131.228,11.3702469723412,9.79211753589173,22,22,1302.51058367794,9.84044320299433,1215.975,1396,9.1866684798622,10.5467540022514,44.5740742146384,0.336756300587312,1.92652025112758,202.489416322062,255,-52.5105836779383,NA,1.52980376934687,1.92652025112758,-0.396716481780709,NA
"413","19CS005",2020,"IA","Boone+Carroll+Greene",725,55008,640,55287,64,3,55.008,55.287,13.1799011052938,11.5759581818511,22,22,658.293986612095,11.9672408851821,600,718.025,10.9075043630017,13.0531013670739,30.5210106498964,0.55484676137828,1.16346713205352,66.7060133879053,64,2.70601338790527,0.0405662585795587,1.21266022011174,1.16346713205352,0.0491930880582205,0.0405662585795778
"414","19CS006",2020,"IA","Bremer+Butler+Grundy",676,51898,603,51733,105,3,51.898,51.733,13.0255501175382,11.6560029381633,22,22,613.252799689432,11.8165015933067,555,679.025,10.69405372076,13.0838375274577,31.0949431015155,0.599154940489335,2.02319935257621,62.7472003105684,105,-42.2527996894316,NA,1.20904852423149,2.02319935257621,-0.814150828344716,NA
"415","19CS007",2020,"IA","Buchanan+Delaware+Fayette",752,57723,622,57836,88,3,57.723,57.836,13.0277359111619,10.7545473407566,22,22,651.565519925068,11.2877972372376,592.975,716.025,10.27276822064,12.4045008055714,32.0132229937325,0.55460081758974,1.5245222874764,100.434480074932,88,12.4344800749323,0.123806884504755,1.73993867392427,1.5245222874764,0.215416386447874,0.123806884504741
"416","19CS008",2020,"IA","Cedar+Clinton+Jackson+Jones",1329,104924,1180,105176,183,4,104.924,105.176,12.6663108535702,11.2192895717654,22,22,1201.99413496286,11.455855047109,1114.95,1291,10.6262628188022,12.3041439518127,44.2597993764188,0.421827221383275,1.74411955320041,127.005865037138,183,-55.9941349628618,NA,1.21045580646123,1.74411955320041,-0.533663746739184,NA
"417","19CS009",2020,"IA","Cerro Gordo+Hancock+Winnebago",926,62903,801,63434,133,3,62.903,63.434,14.7210784859228,12.6272976637135,22,22,791.918707379756,12.5895220797062,720,861,11.4461949350587,13.6877414431744,35.5944175758301,0.565862003017823,2.1143665643928,134.081292620244,133,1.08129262024352,0.00806445551883249,2.13155640621664,2.1143665643928,0.0171898418238454,0.00806445551884604
"418","19CS010",2020,"IA","Dallas",637,96276,509,93453,74,1,96.276,93.453,6.61639453238606,5.44658812451179,22,22,570.200779380184,5.9225640801465,516,628,5.35959117537081,6.52291329095517,28.5306529395518,0.296342317291452,0.768623540653953,66.7992206198156,74,-7.20077938018437,NA,0.693830452239561,0.768623540653953,-0.0747930884143926,NA
"419","19CS011",2020,"IA","Davis+Jefferson+Van Buren+Wapello",927,69872,803,69308,162,4,69.872,69.308,13.2671170139684,11.5859641022681,22,22,817.001589167393,11.6928324531628,742,887,10.6194183650103,12.6946416304099,35.749351884477,0.51164059830085,2.31852530341195,109.998410832607,162,-52.0015891673927,NA,1.57428456080558,2.31852530341195,-0.744240742606375,NA
"420","19CS012",2020,"IA","Des Moines+Henry+Lee",1309,92509,1207,92578,120,3,92.509,92.578,14.1499745970662,13.0376547343861,22,22,1126.50706043893,12.1772698919989,1048.975,1208,11.3391669999676,13.0581889329687,42.3667683693489,0.457974557819768,1.29717108605649,182.492939561074,120,62.4929395610739,0.34244031419177,1.9727047050673,1.29717108605649,0.675533619010809,0.34244031419176
"421","19CS013",2020,"IA","Dubuque",1034,96524,942,97311,161,1,96.524,97.311,10.7123616924288,9.68030335727718,22,22,934.883351118722,9.68550154488751,860.95,1007.025,8.91954332601218,10.4328975177158,38.7252766426665,0.401198423632117,1.66797894824085,99.116648881278,161,-61.883351118722,NA,1.02686014754129,1.66797894824085,-0.641118800699562,NA
"422","19CS014",2020,"IA","Franklin+Hamilton+Hardin+Wright",816,53923,709,54251,112,4,53.923,54.251,15.1326892049775,13.0688835228844,22,22,713.495964026501,13.2317557262486,647,778,11.9985905828682,14.4279806390594,33.1144328905942,0.614105908250546,2.0770357732322,102.504035973499,112,-9.49596402650059,NA,1.90093347872895,2.0770357732322,-0.176102294503251,NA
"423","19CS015",2020,"IA","Fremont+Harrison+Mills+Pottawattamie",1694,129841,1469,129324,212,4,129.841,129.324,13.0467263807272,11.3590671491757,22,22,1410.181502697,10.8608336557559,1317.975,1506,10.1506842984881,11.5988016112014,47.2357729082762,0.363797051072282,1.63276622946527,283.818497302998,212,71.8184973029977,0.253043751501249,2.1858927249713,1.63276622946527,0.553126495506029,0.253043751501251
"424","19CS016",2020,"IA","Jasper+Poweshiek",708,56427,616,55689,89,2,56.427,55.689,12.5471848583125,11.0614304440733,22,22,630.51431471406,11.1739825741943,575,693.025,10.190157194251,12.2817977209492,30.9347396484457,0.5482258430972,1.57725911354493,77.4856852859396,89,-11.5143147140604,NA,1.37320228411822,1.57725911354493,-0.204056829426711,NA
"425","19CS017",2020,"IA","Johnson",856,155296,783,151140,58,1,155.296,151.14,5.51205439934061,5.18062723302898,22,22,801.672771701632,5.1622242150579,737.975,868.025,4.75205414176798,5.58948717288275,33.991271033995,0.218880531591251,0.373480321450649,54.3272282983676,58,-3.67277170163243,NA,0.349830184282705,0.373480321450649,-0.0236501371679437,NA
"426","19CS018",2020,"IA","Linn",2269,229110,1819,226706,292,1,229.11,226.706,9.90353978438305,8.02360766808113,22,22,1892.99578099428,8.26238828944297,1791,2000.05,7.81720570904806,8.72964951333421,54.0965867379514,0.236116218139546,1.27449696652263,376.00421900572,292,84.0042190057202,0.223412969215758,1.64115149494008,1.27449696652263,0.366654528417445,0.223412969215759
"427","19CS019",2020,"IA","Louisa+Muscatine",636,54072,550,53699,121,2,54.072,53.699,11.7620949844652,10.242276392484,22,22,547.480043213108,10.1250192930372,495,605,9.15446071904128,11.1887853232727,27.9659810501276,0.517198939379487,2.23775706465453,88.5199567868916,121,-32.4800432131084,NA,1.63707569142798,2.23775706465453,-0.60068137322655,NA
"428","19CS020",2020,"IA","Lucas and Nearby Counties ",770,52771,669,52439,105,6,52.771,52.439,14.5913475204184,12.7576803524095,22,22,682.311910288933,12.9296755848654,622,745.05,11.7867768281821,14.1185499611529,32.2667447043208,0.611448422510864,1.98972920732978,87.6880897110671,105,-17.3119102889329,NA,1.66167193555298,1.98972920732978,-0.328057271776801,NA
"429","19CS021",2020,"IA","Lyon+O'Brien+Osceola+Sioux",792,66795,598,66321,173,4,66.795,66.321,11.8571749382439,9.01675185838573,22,22,637.878065960598,9.54978764818621,578,700,8.65334231604162,10.4798263343065,31.0696950411482,0.465150011844423,2.59001422262145,154.121934039402,173,-18.8780659605978,NA,2.30738729005769,2.59001422262145,-0.282626932563764,NA
"430","19CS022",2020,"IA","Madison+Warren",659,69679,583,67804,61,2,69.679,67.804,9.45765582169664,8.59831278390655,22,22,638.891519383082,9.16906843357514,584.975,702,8.39528408846281,10.0747714519439,30.0181443295382,0.4308061873669,0.875443103374044,20.1084806169176,61,-40.8915193830824,NA,0.288587388121497,0.875443103374044,-0.586855715252547,NA
"431","19CS023",2020,"IA","Mahaska+Marion",678,55615,637,55348,100,2,55.615,55.348,12.1909556774252,11.50899761509,22,22,605.977063081495,10.8959284919805,551,666,9.90739908298121,11.9751865503911,29.9991516563402,0.539407563720942,1.79807605861728,72.0229369185051,100,-27.9770630814949,NA,1.29502718544471,1.79807605861728,-0.503048873172568,NA
"432","19CS024",2020,"IA","Marshall+Tama",824,56241,676,56223,123,2,56.241,56.223,14.6512330861827,12.0235490813368,22,22,708.209477057174,12.5924054881167,647,779,11.5040628722818,13.8511050656994,32.7844072900725,0.582927175727184,2.18701658932096,115.790522942826,123,-7.2094770571739,NA,2.05882759806595,2.18701658932096,-0.128188991255005,NA
"433","19CS025",2020,"IA","Mitchell and Nearby Counties",771,54660,650,54700,113,5,54.66,54.7,14.1053787047201,11.8829981718464,22,22,661.781300325121,12.1072319854578,603,723.05,11.0318331503842,13.2281375777534,31.8558153084954,0.582799401911734,2.06732528357117,109.218699674879,113,-3.78130032512104,NA,1.99814671926234,2.06732528357117,-0.0691785643088267,NA
"434","19CS026",2020,"IA","Palo Alto and Nearby Counties ",966,65597,870,66181,146,5,65.597,66.181,14.7262832141714,13.1457669119536,22,22,818.040553203707,12.4707006906369,748.975,885,11.417823985853,13.4914706465235,35.1716650305473,0.536177950676819,2.22571154168636,147.959446796293,146,1.95944679629281,0.0132431341068106,2.25558252353452,2.22571154168636,0.0298709818481631,0.0132431341068182
"435","19CS027",2020,"IA","Pocahontas and Nearby Counties",1291,90170,1094,91090,172,6,90.17,91.09,14.3174004657868,12.0100999011966,22,22,1072.6593328355,11.8959668718587,994,1148.025,11.0236220472441,12.7317844072308,38.8326968203644,0.430660938453637,1.90750804036819,218.340667164502,172,46.3406671645021,0.212240201361976,2.42143359392811,1.90750804036819,0.513925553559919,0.212240201361961
"436","19CS028",2020,"IA","Polk",4459,499382,3829,490161,484,1,499.382,490.161,8.92903628885302,7.81171900661211,22,22,3872.09842370154,7.75378052012596,3713.95,4038.025,7.43709224601608,8.08604435081761,83.1720225576866,0.166549900792753,0.969197928639799,586.90157629846,484,102.90157629846,0.175330209449174,1.17525576872706,0.969197928639799,0.206057840087264,0.175330209449173
"437","19CS029",2020,"IA","Scott",1910,174392,1530,172943,189,1,174.392,172.943,10.9523372631772,8.84684549244549,22,22,1607.38303770133,9.21706865969386,1515,1708,8.68732510665627,9.79402724895637,48.9863566121643,0.280897957544866,1.08376531033534,302.616962298669,189,113.616962298669,0.375448095954827,1.73526860348334,1.08376531033534,0.651503293148006,0.375448095954823
"438","19CS030",2020,"IA","Story",563,99748,571,97117,40,1,99.748,97.117,5.64422344307655,5.87950616266977,22,22,610.539675981942,6.1208212293173,554,669.025,5.55399607009664,6.70715202309821,29.4811155177712,0.295555956187304,0.401010546577375,-47.5396759819417,40,-87.5396759819417,NA,-0.476597786240747,0.401010546577375,-0.877608332818122,NA
